UF,CODUF,CODMUNIC,NOMEDOMUNICIPIO,POPULACAO
MG,31,42502,MONJOLOS,2154
MG,31,42601,MONSENHOR PAULO,8336
MG,31,42700,MONTALVANIA,14065
MG,31,42809,MONTE ALEGRE DE MINAS,20004
MG,31,42908,MONTE AZUL,20345
MG,31,43005,MONTE BELO,13092
MG,31,43104,MONTE CARMELO,47267
MG,31,43153,MONTE FORMOSO,4381
MG,31,43203,MONTE SANTO DE MINAS,20881
MG,31,43302,MONTES CLAROS,436970
MG,31,43401,MONTE SIAO,23715
MG,31,43450,MONTEZUMA,6901
MG,31,43500,MORADA NOVA DE MINAS,8988
MG,31,43609,MORRO DA GARCA,2593
MG,31,43708,MORRO DO PILAR,2977
MG,31,43807,MUNHOZ,7618
MG,31,43906,MURIAE,103649
MG,31,44003,MUTUM,27634
MG,31,44102,MUZAMBINHO,21935
MG,31,44201,NACIP RAYDAN,2513
MG,31,44300,NANUQUE,34668
MG,31,44359,NAQUE,6331
MG,31,44375,NATALANDIA,3514
MG,31,44409,NATERCIA,4580
MG,31,44508,NAZARENO,8192
MG,31,44607,NEPOMUCENO,24869
MG,31,44656,NINHEIRA,9331
MG,31,44672,NOVA BELEM,3049
MG,31,44706,NOVA ERA,16920
MG,31,44805,NOVA LIMA,117819
MG,31,44904,NOVA MODICA,3614
MG,31,45000,NOVA PONTE,15731
MG,31,45059,NOVA PORTEIRINHA,6660
MG,31,45109,NOVA RESENDE,16545
MG,31,45208,NOVA SERRANA,114497
MG,31,45307,NOVO CRUZEIRO,26850
MG,31,45356,NOVO ORIENTE DE MINAS,10086
MG,31,45372,NOVORIZONTE,4545
MG,31,45406,OLARIA,1936
MG,31,45455,OLHOS-D'AGUA,5340
MG,31,45505,OLIMPIO NORONHA,2555
MG,31,45604,OLIVEIRA,39256
MG,31,45703,OLIVEIRA FORTES,1996
MG,31,45802,ONCA DE PITANGUI,2908
MG,31,45851,ORATORIOS,4910
MG,31,45877,ORIZANIA,8451
MG,31,45901,OURO BRANCO,39206
MG,31,46008,OURO FINO,32131
MG,31,46107,OURO PRETO,76069
MG,31,46206,OURO VERDE DE MINAS,5607
MG,31,46255,PADRE CARVALHO,5031
MG,31,46305,PADRE PARAISO,17163
MG,31,46404,PAINEIRAS,4199
MG,31,46503,PAINS,7455
MG,31,46552,PAI PEDRO,5568
MG,31,46602,PAIVA,1474
MG,31,46701,PALMA,5692
MG,31,46750,PALMOPOLIS,6307
MG,31,46909,PAPAGAIOS,13724
MG,31,47006,PARACATU,94300
MG,31,47105,PARA DE MINAS,97507
MG,31,47204,PARAGUACU,21580
MG,31,47303,PARAISOPOLIS,20463
MG,31,47402,PARAOPEBA,23776
MG,31,47501,PASSABEM,1604
MG,31,47600,PASSA QUATRO,15387
MG,31,47709,PASSA TEMPO,9204
MG,31,47808,PASSA VINTE,2232
MG,31,47907,PASSOS,110555
MG,31,47956,PATIS,5917
MG,31,48004,PATOS DE MINAS,159434
MG,31,48103,PATROCINIO,91901
MG,31,48202,PATROCINIO DO MURIAE,5579
MG,31,48301,PAULA CANDIDO,8697
MG,31,48400,PAULISTAS,4269
MG,31,48509,PAVAO,8044
MG,31,48608,PECANHA,17358
MG,31,48707,PEDRA AZUL,24452
MG,31,48756,PEDRA BONITA,7320
MG,31,48806,PEDRA DO ANTA,3511
MG,31,48905,PEDRA DO INDAIA,3725
MG,31,49002,PEDRA DOURADA,2752
MG,31,49101,PEDRALVA,10750
MG,31,49150,PEDRAS DE MARIA DA CRUZ,10445
MG,31,49200,PEDRINOPOLIS,3359
MG,31,49309,PEDRO LEOPOLDO,60154
MG,31,49408,PEDRO TEIXEIRA,1806
MG,31,49507,PEQUERI,3351
MG,31,49606,PEQUI,4042
MG,31,49705,PERDIGAO,12014
MG,31,49804,PERDIZES,17999
MG,31,49903,PERDOES,21329
MG,31,49952,PERIQUITO,6566
MG,31,50000,PESCADOR,3537
MG,31,50109,PIAU,2530
MG,31,50158,PIEDADE DE CARATINGA,8345
MG,31,50208,PIEDADE DE PONTE NOVA,3941
MG,31,50307,PIEDADE DO RIO GRANDE,4560
MG,31,50406,PIEDADE DOS GERAIS,5215
MG,31,50505,PIMENTA,8210
MG,31,50539,PINGO-D'AGUA,4714
MG,31,50570,PINTOPOLIS,6922
MG,31,50604,PIRACEMA,7451
MG,31,50703,PIRAJUBA,5438
MG,31,50802,PIRANGA,15308
MG,31,50901,PIRANGUCU,5848
MG,31,51008,PIRANGUINHO,9109
MG,31,51107,PIRAPETINGA,11110
MG,31,51206,PIRAPORA,55876
MG,31,51305,PIRAUBA,11547
MG,31,51404,PITANGUI,26568
MG,31,51503,PIUMHI,34834
MG,31,51602,PLANURA,10503
MG,31,51701,POCO FUNDO,15831
MG,31,51800,POCOS DE CALDAS,172869
MG,31,51909,POCRANE,8715
MG,31,52006,POMPEU,30493
MG,31,52105,PONTE NOVA,58779
MG,31,52131,PONTO CHIQUE,3775
MG,31,52170,PONTO DOS VOLANTES,10584
MG,31,52204,PORTEIRINHA,37321
MG,31,52303,PORTO FIRME,10571
MG,31,52402,POTE,13643
MG,31,52501,POUSO ALEGRE,162028
MG,31,52600,POUSO ALTO,6567
MG,31,52709,PRADOS,8964
MG,31,52808,PRATA,28678
MG,31,52907,PRATAPOLIS,8416
MG,31,53004,PRATINHA,3566
MG,31,53103,PRESIDENTE BERNARDES,4845
MG,31,53202,PRESIDENTE JUSCELINO,3630
MG,31,53301,PRESIDENTE KUBITSCHEK,3075
MG,31,53400,PRESIDENTE OLEGARIO,19471
MG,31,53509,ALTO JEQUITIBA,8394
MG,31,53608,PRUDENTE DE MORAIS,12224
MG,31,53707,QUARTEL GERAL,3150
MG,31,53806,QUELUZITO,1778
MG,31,53905,RAPOSOS,16266
MG,31,54002,RAUL SOARES,23387
MG,31,54101,RECREIO,11016
MG,31,54150,REDUTO,7865
MG,31,54200,RESENDE COSTA,11004
MG,31,54309,RESPLENDOR,15775
MG,31,54408,RESSAQUINHA,4548
MG,31,54457,RIACHINHO,8197
MG,31,54507,RIACHO DOS MACHADOS,8757
MG,31,54606,RIBEIRAO DAS NEVES,327968
MG,31,54705,RIBEIRAO VERMELHO,3953
MG,31,54804,RIO ACIMA,10263
MG,31,54903,RIO CASCA,12795
MG,31,55009,RIO DOCE,2121
MG,31,55108,RIO DO PRADO,4631
MG,31,55207,RIO ESPERA,5432
MG,31,55306,RIO MANSO,5527
MG,31,55405,RIO NOVO,8450
MG,31,55504,RIO PARANAIBA,14602
MG,31,55603,RIO PARDO DE MINAS,27708
MG,31,55702,RIO PIRACICABA,14120
MG,31,55801,RIO POMBA,17721
MG,31,55900,RIO PRETO,5040
MG,31,56007,RIO VERMELHO,12457
MG,31,56106,RITAPOLIS,4984
MG,31,56205,ROCHEDO DE MINAS,2292
MG,31,56304,RODEIRO,8596
MG,31,56403,ROMARIA,3104
MG,31,56452,ROSARIO DA LIMEIRA,4736
MG,31,56502,RUBELITA,5695
MG,31,56601,RUBIM,10321
MG,31,56700,SABARA,131294
MG,31,56809,SABINOPOLIS,13797
MG,31,56908,SACRAMENTO,25888
MG,31,57005,SALINAS,39969
MG,31,57104,SALTO DA DIVISA,6015
MG,31,57203,SANTA BARBARA,29491
MG,31,57252,SANTA BARBARA DO LESTE,7990
MG,31,57278,SANTA BARBARA DO MONTE VERDE,2963
MG,31,57302,SANTA BARBARA DO TUGURIO,4204
MG,31,57336,SANTA CRUZ DE MINAS,8074
MG,31,57377,SANTA CRUZ DE SALINAS,3908
MG,31,57401,SANTA CRUZ DO ESCALVADO,4852
MG,31,57500,SANTA EFIGENIA DE MINAS,4272
MG,31,57609,SANTA FE DE MINAS,3521
MG,31,57658,SANTA HELENA DE MINAS,5897
MG,31,57708,SANTA JULIANA,15786
MG,31,57807,SANTA LUZIA,213709
MG,31,57906,SANTA MARGARIDA,16414
MG,31,58003,SANTA MARIA DE ITABIRA,10133
MG,31,58102,SANTA MARIA DO SALTO,4666
MG,31,58201,SANTA MARIA DO SUACUI,12652
MG,31,58300,SANTANA DA VARGEM,6561
MG,31,58409,SANTANA DE CATAGUASES,3503
MG,31,58508,SANTANA DE PIRAPAMA,7014
MG,31,58607,SANTANA DO DESERTO,3732
MG,31,58706,SANTANA DO GARAMBEU,2140
MG,31,58805,SANTANA DO JACARE,4214
MG,31,58904,SANTANA DO MANHUACU,9010
MG,31,58953,SANTANA DO PARAISO,37113
MG,31,59001,SANTANA DO RIACHO,5754
MG,31,59100,SANTANA DOS MONTES,3469
MG,31,59209,SANTA RITA DE CALDAS,8400
MG,31,59308,SANTA RITA DE JACUTINGA,4768
MG,31,59357,SANTA RITA DE MINAS,6214
MG,31,59407,SANTA RITA DE IBITIPOCA,3303
MG,31,59506,SANTA RITA DO ITUETO,5831
MG,31,59605,SANTA RITA DO SAPUCAI,40719
MG,31,59704,SANTA ROSA DA SERRA,3414
MG,31,59803,SANTA VITORIA,20538
MG,31,59902,SANTO ANTONIO DO AMPARO,16723
MG,31,60009,SANTO ANTONIO DO AVENTUREIRO,3770
MG,31,60108,SANTO ANTONIO DO GRAMA,4229
MG,31,60207,SANTO ANTONIO DO ITAMBE,3846
MG,31,60306,SANTO ANTONIO DO JACINTO,10251
MG,31,60405,SANTO ANTONIO DO MONTE,28345
MG,31,60454,SANTO ANTONIO DO RETIRO,6621
MG,31,60504,SANTO ANTONIO DO RIO ABAIXO,1808
MG,31,60603,SANTO HIPOLITO,2593
MG,31,60702,SANTOS DUMONT,44140
MG,31,60801,SAO BENTO ABADE,4710
MG,31,60900,SAO BRAS DO SUACUI,3987
MG,31,60959,SAO DOMINGOS DAS DORES,5621
MG,31,61007,SAO DOMINGOS DO PRATA,17399
MG,31,61056,SAO FELIX DE MINAS,3204
MG,31,61106,SAO FRANCISCO,51321
MG,31,61205,SAO FRANCISCO DE PAULA,6429
MG,31,61304,SAO FRANCISCO DE SALES,5532
MG,31,61403,SAO FRANCISCO DO GLORIA,4796
MG,31,61502,SAO GERALDO,10270
MG,31,61601,SAO GERALDO DA PIEDADE,3307
MG,31,61650,SAO GERALDO DO BAIXIO,3104
MG,31,61700,SAO GONCALO DO ABAETE,7152
MG,31,61809,SAO GONCALO DO PARA,11688
MG,31,61908,SAO GONCALO DO RIO ABAIXO,12466
MG,31,62005,SAO GONCALO DO SAPUCAI,23792
MG,31,62104,SAO GOTARDO,41114
MG,31,62203,SAO JOAO BATISTA DO GLORIA,7455
MG,31,62252,SAO JOAO DA LAGOA,4818
MG,31,62302,SAO JOAO DA MATA,2803
MG,31,62401,SAO JOAO DA PONTE,23840
MG,31,62450,SAO JOAO DAS MISSOES,12986
MG,31,62500,SAO JOAO DEL REI,93778
MG,31,62559,SAO JOAO DO MANHUACU,11245
MG,31,62575,SAO JOAO DO MANTENINHA,5329
MG,31,62609,SAO JOAO DO ORIENTE,7049
MG,31,62658,SAO JOAO DO PACUI,3884
MG,31,62708,SAO JOAO DO PARAISO,20502
MG,31,62807,SAO JOAO EVANGELISTA,14864
MG,31,62906,SAO JOAO NEPOMUCENO,24970
MG,31,62922,SAO JOAQUIM DE BICAS,34677
MG,31,62948,SAO JOSE DA BARRA,7862
MG,31,62955,SAO JOSE DA LAPA,27125
MG,31,63003,SAO JOSE DA SAFIRA,3769
MG,31,63102,SAO JOSE DA VARGINHA,4392
MG,31,63201,SAO JOSE DO ALEGRE,4125
MG,31,63300,SAO JOSE DO DIVINO,3437
MG,31,63409,SAO JOSE DO GOIABAL,5400
MG,31,63508,SAO JOSE DO JACURI,6098
MG,31,63607,SAO JOSE DO MANTIMENTO,2768
MG,31,63706,SAO LOURENCO,44432
MG,31,63805,SAO MIGUEL DO ANTA,6219
MG,31,63904,SAO PEDRO DA UNIAO,4869
MG,31,64001,SAO PEDRO DOS FERROS,7122
MG,31,64100,SAO PEDRO DO SUACUI,5108
MG,31,64209,SAO ROMAO,9783
MG,31,64308,SAO ROQUE DE MINAS,6893
MG,31,64407,SAO SEBASTIAO DA BELA VISTA,6390
MG,31,64431,SAO SEBASTIAO DA VARGEM ALEGRE,3113
MG,31,64472,SAO SEBASTIAO DO ANTA,6195
MG,31,64506,SAO SEBASTIAO DO MARANHAO,9918
MG,31,64605,SAO SEBASTIAO DO OESTE,8819
MG,31,64704,SAO SEBASTIAO DO PARAISO,70976
MG,31,64803,SAO SEBASTIAO DO RIO PRETO,1231
MG,31,64902,SAO SEBASTIAO DO RIO VERDE,2299
MG,31,65008,SAO TIAGO,11741
MG,31,65107,SAO TOMAS DE AQUINO,6745
MG,31,65206,SAO TOME DAS LETRAS,6782
MG,31,65305,SAO VICENTE DE MINAS,6669
MG,31,65404,SAPUCAI-MIRIM,6288
MG,31,65503,SARDOA,4774
MG,31,65537,SARZEDO,36581
MG,31,65552,SETUBINHA,9797
MG,31,65560,SEM-PEIXE,2382
MG,31,65578,SENADOR AMARAL,6208
MG,31,65602,SENADOR CORTES,2237
MG,31,65701,SENADOR FIRMINO,7716
MG,31,65800,SENADOR JOSE BENTO,2071
MG,31,65909,SENADOR MODESTINO GONCALVES,3926
MG,31,66006,SENHORA DE OLIVEIRA,5295
MG,31,66105,SENHORA DO PORTO,3032
MG,31,66204,SENHORA DOS REMEDIOS,9925
MG,31,66303,SERICITA,7345
MG,31,66402,SERITINGA,1812
MG,31,66501,SERRA AZUL DE MINAS,3906
MG,31,66600,SERRA DA SAUDADE,836
MG,31,66709,SERRA DOS AIMORES,6847
MG,31,66808,SERRA DO SALITRE,13152
MG,31,66907,SERRANIA,7518
MG,31,66956,SERRANOPOLIS DE MINAS,4398
MG,31,67004,SERRANOS,1952
MG,31,67103,SERRO,21813
MG,31,67202,SETE LAGOAS,233398
MG,31,67301,SILVEIRANIA,2322
MG,31,67400,SILVIANOPOLIS,6061
MG,31,67509,SIMAO PEREIRA,2913
MG,31,67608,SIMONESIA,19807
MG,31,67707,SOBRALIA,4893
MG,31,67806,SOLEDADE DE MINAS,5602
MG,31,67905,TABULEIRO,3926
MG,31,68002,TAIOBEIRAS,33071
MG,31,68051,TAPARUBA,3390
MG,31,68101,TAPIRA,3975
MG,31,68200,TAPIRAI,1689
MG,31,68309,TAQUARACU DE MINAS,4135
MG,31,68408,TARUMIRIM,11900
MG,31,68507,TEIXEIRAS,12105
MG,31,68606,TEOFILO OTONI,142030
MG,31,68705,TIMOTEO,77856
MG,31,68804,TIRADENTES,7508
MG,31,68903,TIROS,8152
MG,31,69000,TOCANTINS,14912
MG,31,69059,TOCOS DO MOJI,4086
MG,31,69109,TOLEDO,7190
MG,31,69208,TOMBOS,8621
MG,31,69307,TRES CORACOES,75313
MG,31,69356,TRES MARIAS,28320
MG,31,69406,TRES PONTAS,53511
MG,31,69505,TUMIRITINGA,5611
MG,31,69604,TUPACIGUARA,25500
MG,31,69703,TURMALINA,19933
MG,31,69802,TURVOLANDIA,4859
MG,31,69901,UBA,98705
MG,31,70008,UBAI,11606
MG,31,70057,UBAPORANGA,12805
MG,31,70107,UBERABA,359090
MG,31,70206,UBERLANDIA,725536
MG,31,70305,UMBURATIBA,2686
MG,31,70404,UNAI,86867
MG,31,70438,UNIAO DE MINAS,3671
MG,31,70479,URUANA DE MINAS,3268
MG,31,70503,URUCANIA,10480
MG,31,70529,URUCUIA,17433
MG,31,70578,VARGEM ALEGRE,6195
MG,31,70602,VARGEM BONITA,1984
MG,31,70651,VARGEM GRANDE DO RIO PARDO,4631
MG,31,70701,VARGINHA,137078
MG,31,70750,VARJAO DE MINAS,7023
MG,31,70800,VARZEA DA PALMA,32885
MG,31,70909,VARZELANDIA,18842
MG,31,71006,VAZANTE,20771
MG,31,71030,VERDELANDIA,7348
MG,31,71071,VEREDINHA,5148
MG,31,71105,VERISSIMO,3289
MG,31,71154,VERMELHO NOVO,4916
MG,31,71204,VESPASIANO,137821
MG,31,71303,VICOSA,85119
MG,31,71402,VIEIRAS,3701
MG,31,71501,MATHIAS LOBATO,2912
MG,31,71600,VIRGEM DA LAPA,11513
MG,31,71709,VIRGINIA,8933
MG,31,71808,VIRGINOPOLIS,10336
MG,31,71907,VIRGOLANDIA,4848
MG,31,72004,VISCONDE DO RIO BRANCO,38493
MG,31,72103,VOLTA GRANDE,4367
MG,31,72202,WENCESLAU BRAZ,2279
ES,32,102,AFONSO CLAUDIO,30603
ES,32,136,AGUIA BRANCA,9714
ES,32,169,AGUA DOCE DO NORTE,12038
ES,32,201,ALEGRE,26397
ES,32,300,ALFREDO CHAVES,13303
ES,32,359,ALTO RIO NOVO,7438
ES,32,409,ANCHIETA,29613
ES,32,508,APIACA,7178
ES,32,607,ARACRUZ,99336
ES,32,706,ATILIO VIVACQUA,11218
ES,32,805,BAIXO GUANDU,30676
ES,32,904,BARRA DE SAO FRANCISCO,40753
ES,32,1001,BOA ESPERANCA,13134
ES,32,1100,BOM JESUS DO NORTE,9832
ES,32,1159,BREJETUBA,12933
ES,32,1209,CACHOEIRO DE ITAPEMIRIM,196133
ES,32,1308,CARIACICA,375500
ES,32,1407,CASTELO,39372
ES,32,1506,COLATINA,124575
ES,32,1605,CONCEICAO DA BARRA,27947
ES,32,1704,CONCEICAO DO CASTELO,12219
ES,32,1803,DIVINO DE SAO LOURENCO,5089
ES,32,1902,DOMINGOS MARTINS,35937
ES,32,2009,DORES DO RIO PRETO,6669
ES,32,2108,ECOPORANGA,21995
ES,32,2207,FUNDAO,17884
ES,32,2256,GOVERNADOR LINDENBERG,11073
ES,32,2306,GUACUI,28727
ES,32,2405,GUARAPARI,132915
ES,32,2454,IBATIBA,25296
ES,32,2504,IBIRACU,12561
ES,32,2553,IBITIRAMA,9550
ES,32,2603,ICONHA,12055
ES,32,2652,IRUPI,13328
ES,32,2702,ITAGUACU,14368
ES,32,2801,ITAPEMIRIM,45801
ES,32,2900,ITARANA,12452
ES,32,3007,IUNA,27846
ES,32,3056,JAGUARE,28911
ES,32,3106,JERONIMO MONTEIRO,11627
ES,32,3130,JOAO NEIVA,15431
ES,32,3163,LARANJA DA TERRA,11068
ES,32,3205,LINHARES,171265
ES,32,3304,MANTENOPOLIS,12259
ES,32,3320,MARATAIZES,46198
ES,32,3346,MARECHAL FLORIANO,19594
ES,32,3353,MARILANDIA,12975
ES,32,3403,MIMOSO DO SUL,24769
ES,32,3502,MONTANHA,18851
ES,32,3601,MUCURICI,5467
ES,32,3700,MUNIZ FREIRE,18169
ES,32,3809,MUQUI,15736
ES,32,3908,NOVA VENECIA,48220
ES,32,4005,PANCAS,18923
ES,32,4054,PEDRO CANARIO,21343
ES,32,4104,PINHEIROS,23674
ES,32,4203,PIUMA,21124
ES,32,4252,PONTO BELO,6486
ES,32,4302,PRESIDENTE KENNEDY,14718
ES,32,4351,RIO BANANAL,19035
ES,32,4401,RIO NOVO DO SUL,11017
ES,32,4500,SANTA LEOPOLDINA,15830
ES,32,4559,SANTA MARIA DE JETIBA,46523
ES,32,4609,SANTA TERESA,25755
ES,32,4658,SAO DOMINGOS DO NORTE,8588
ES,32,4708,SAO GABRIEL DA PALHA,34198
ES,32,4807,SAO JOSE DO CALCADO,10875
ES,32,4906,SAO MATEUS,122386
ES,32,4955,SAO ROQUE DO CANAA,10594
ES,32,5002,SERRA,546405
ES,32,5010,SOORETAMA,27255
ES,32,5036,VARGEM ALTA,22285
ES,32,5069,VENDA NOVA DO IMIGRANTE,23964
ES,32,5101,VIANA,71443
ES,32,5150,VILA PAVAO,8890
ES,32,5176,VILA VALERIO,14764
ES,32,5200,VILA VELHA,493242
ES,32,5309,VITORIA,331785
RJ,33,100,ANGRA DOS REIS,181228
RJ,33,159,APERIBE,10893
RJ,33,209,ARARUAMA,126726
RJ,33,225,AREAL,11765
RJ,33,233,ARMACAO DOS BUZIOS,39033
RJ,33,258,ARRAIAL DO CABO,31030
RJ,33,308,BARRA DO PIRAI,91025
RJ,33,407,BARRA MANSA,166654
RJ,33,456,BELFORD ROXO,446731
RJ,33,506,BOM JARDIM,28166
RJ,33,605,BOM JESUS DO ITABAPOANA,35797
RJ,33,704,CABO FRIO,214057
RJ,33,803,CACHOEIRAS DE MACACU,53887
RJ,33,902,CAMBUCI,14245
RJ,33,936,CARAPEBUS,13360
RJ,33,951,COMENDADOR LEVY GASPARIAN,8769
RJ,33,1009,CAMPOS DOS GOYTACAZES,474667
RJ,33,1108,CANTAGALO,19443
RJ,33,1157,CARDOSO MOREIRA,12686
RJ,33,1207,CARMO,17149
RJ,33,1306,CASIMIRO DE ABREU,45570
RJ,33,1405,CONCEICAO DE MACABU,20814
RJ,33,1504,CORDEIRO,20843
RJ,33,1603,DUAS BARRAS,11102
RJ,33,1702,DUQUE DE CAXIAS,782799
RJ,33,1801,ENGENHEIRO PAULO DE FRONTIN,11822
RJ,33,1850,GUAPIMIRIM,50409
RJ,33,1876,IGUABA GRANDE,27651
RJ,33,1900,ITABORAI,231004
RJ,33,2007,ITAGUAI,132867
RJ,33,2056,ITALVA,13729
RJ,33,2106,ITAOCARA,22989
RJ,33,2205,ITAPERUNA,99300
RJ,33,2254,ITATIAIA,30766
RJ,33,2270,JAPERI,96595
RJ,33,2304,LAJE DO MURIAE,6767
RJ,33,2403,MACAE,262692
RJ,33,2452,MACUCO,5446
RJ,33,2502,MAGE,248208
RJ,33,2601,MANGARATIBA,38953
RJ,33,2700,MARICA,223938
RJ,33,2809,MENDES,17461
RJ,33,2858,MESQUITA,168849
RJ,33,2908,MIGUEL PEREIRA,26301
RJ,33,3005,MIRACEMA,26644
RJ,33,3104,NATIVIDADE,14938
RJ,33,3203,NILOPOLIS,150281
RJ,33,3302,NITEROI,523664
RJ,33,3401,NOVA FRIBURGO,204625
RJ,33,3500,NOVA IGUACU,819134
RJ,33,3609,PARACAMBI,41146
RJ,33,3708,PARAIBA DO SUL,41786
RJ,33,3807,PARATY,50592
RJ,33,3856,PATY DO ALFERES,29390
RJ,33,3906,PETROPOLIS,304758
RJ,33,3955,PINHEIRAL,24553
RJ,33,4003,PIRAI,27996
RJ,33,4102,PORCIUNCULA,16958
RJ,33,4110,PORTO REAL,20375
RJ,33,4128,QUATIS,12646
RJ,33,4144,QUEIMADOS,139194
RJ,33,4151,QUISSAMA,21749
RJ,33,4201,RESENDE,128460
RJ,33,4300,RIO BONITO,55068
RJ,33,4409,RIO CLARO,18544
RJ,33,4508,RIO DAS FLORES,9387
RJ,33,4524,RIO DAS OSTRAS,149562
RJ,33,4557,RIO DE JANEIRO,6625849
RJ,33,4607,SANTA MARIA MADALENA,9704
RJ,33,4706,SANTO ANTONIO DE PADUA,40870
RJ,33,4755,SAO FRANCISCO DE ITABAPOANA,44939
RJ,33,4805,SAO FIDELIS,38711
RJ,33,4904,SAO GONCALO,929446
RJ,33,5000,SAO JOAO DA BARRA,36518
RJ,33,5109,SAO JOAO DE MERITI,393773
RJ,33,5133,SAO JOSE DE UBA,7070
RJ,33,5158,SAO JOSE DO VALE DO RIO PRETO,22125
RJ,33,5208,SAO PEDRO DA ALDEIA,102290
RJ,33,5307,SAO SEBASTIAO DO ALTO,7707
RJ,33,5406,SAPUCAIA,18585
RJ,33,5505,SAQUAREMA,88755
RJ,33,5554,SEROPEDICA,85359
RJ,33,5604,SILVA JARDIM,21509
RJ,33,5703,SUMIDOURO,18286
RJ,33,5752,TANGUA,31169
RJ,33,5802,TERESOPOLIS,189036
RJ,33,5901,TRAJANO DE MORAES,10303
RJ,33,6008,TRES RIOS,76789
RJ,33,6107,VALENCA,72264
RJ,33,6156,VARRE-SAI,10209
RJ,33,6206,VASSOURAS,38081
RJ,33,6305,VOLTA REDONDA,270543
SP,35,105,ADAMANTINA,34357
SP,35,204,ADOLFO,4339
SP,35,303,AGUAI,31561
SP,35,402,AGUAS DA PRATA,7075
SP,35,501,AGUAS DE LINDOIA,18859
SP,35,550,AGUAS DE SANTA BARBARA,7118
SP,35,600,AGUAS DE SAO PEDRO,3097
SP,35,709,AGUDOS,37525
SP,35,758,ALAMBARI,6086
SP,35,808,ALFREDO MARCONDES,4458
SP,35,907,ALTAIR,3383
SP,35,1004,ALTINOPOLIS,16845
SP,35,1103,ALTO ALEGRE,3837
SP,35,1152,ALUMINIO,17170
SP,35,1202,ALVARES FLORENCE,3881
SP,35,1301,ALVARES MACHADO,27361
SP,35,1400,ALVARO DE CARVALHO,4716
SP,35,1509,ALVINLANDIA,2893
SP,35,1608,AMERICANA,243674
SP,35,1707,AMERICO BRASILIENSE,31996
SP,35,1806,AMERICO DE CAMPOS,5790
SP,35,1905,AMPARO,69952
SP,35,2002,ANALANDIA,4577
SP,35,2101,ANDRADINA,59464
SP,35,2200,ANGATUBA,23928
SP,35,2309,ANHEMBI,5659
SP,35,2408,ANHUMAS,4005
SP,35,2507,APARECIDA,32927
SP,35,2606,APARECIDA D'OESTE,4030
SP,35,2705,APIAI,24978
SP,35,2754,ARACARIGUAMA,22673
SP,35,2804,ARACATUBA,213929
SP,35,2903,ARACOIABA DA SERRA,32922
SP,35,3000,ARAMINA,5419
SP,35,3109,ARANDU,6654
SP,35,3158,ARAPEI,2469
SP,35,3208,ARARAQUARA,250304
SP,35,3307,ARARAS,131300
SP,35,3356,ARCO-IRIS,2044
SP,35,3406,AREALVA,8079
SP,35,3505,AREIAS,3616
SP,35,3604,AREIOPOLIS,9805
SP,35,3703,ARIRANHA,7595
SP,35,3802,ARTUR NOGUEIRA,55352
SP,35,3901,ARUJA,97595
SP,35,3950,ASPASIA,1860
SP,35,4008,ASSIS,100447
SP,35,4107,ATIBAIA,171672
SP,35,4206,AURIFLAMA,13432
SP,35,4305,AVAI,4553
SP,35,4404,AVANHANDAVA,11257
SP,35,4503,AVARE,92659
SP,35,4602,BADY BASSITT,26991
SP,35,4701,BALBINOS,3886
SP,35,4800,BALSAMO,9598
SP,35,4909,BANANAL,9690
SP,35,5005,BARAO DE ANTONINA,3533
SP,35,5104,BARBOSA,5623
SP,35,5203,BARIRI,31584
SP,35,5302,BARRA BONITA,34430
SP,35,5351,BARRA DO CHAPEU,5135
SP,35,5401,BARRA DO TURVO,7318
SP,35,5500,BARRETOS,119427
SP,35,5609,BARRINHA,32465
SP,35,5708,BARUERI,342613
SP,35,5807,BASTOS,21516
SP,35,5906,BATATAIS,59342
SP,35,6003,BAURU,388686
SP,35,6102,BEBEDOURO,75709
SP,35,6201,BENTO DE ABREU,2606
SP,35,6300,BERNARDINO DE CAMPOS,11623
SP,35,6359,BERTIOGA,64018
SP,35,6409,BILAC,7310
SP,35,6508,BIRIGUI,118365
SP,35,6607,BIRITIBA MIRIM,30195
SP,35,6706,BOA ESPERANCA DO SUL,12722
SP,35,6805,BOCAINA,11265
SP,35,6904,BOFETE,9943
SP,35,7001,BOITUVA,64799
SP,35,7100,BOM JESUS DOS PERDOES,24365
SP,35,7159,BOM SUCESSO DE ITARARE,3585
SP,35,7209,BORA,877
SP,35,7308,BORACEIA,4720
SP,35,7407,BORBOREMA,13366
SP,35,7456,BOREBI,2722
SP,35,7506,BOTUCATU,145272
SP,35,7605,BRAGANCA PAULISTA,181556
SP,35,7704,BRAUNA,5358
SP,35,7753,BREJO ALEGRE,2561
SP,35,7803,BRODOWSKI,25334
SP,35,7902,BROTAS,23751
SP,35,8009,BURI,20038
SP,35,8108,BURITAMA,17203
SP,35,8207,BURITIZAL,4253
SP,35,8306,CABRALIA PAULISTA,4299
SP,35,8405,CABREUVA,45941
SP,35,8504,CACAPAVA,96530
SP,35,8603,CACHOEIRA PAULISTA,32390
SP,35,8702,CACONDE,16947
SP,35,8801,CAFELANDIA,16478
SP,35,8900,CAIABU,3712
SP,35,9007,CAIEIRAS,98600
SP,35,9106,CAIUA,5437
SP,35,9205,CAJAMAR,101500
SP,35,9254,CAJATI,28834
SP,35,9304,CAJOBI,9129
SP,35,9403,CAJURU,23845
SP,35,9452,CAMPINA DO MONTE ALEGRE,5992
